Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
Supreme Petrochem,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,34680,,,
Supreme Petrochem,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,8.718,,,
Supreme Petrochem,Industrials,India,Asia,Waste,Waste generated,Tonnes,1069,,,
Supreme Petrochem,Industrials,India,Asia,Waste,Waste recycled,Tonnes,13.1,,,
Supreme Petrochem,Industrials,India,Asia,Waste,Waste disposed,Tonnes,1069,,,
Tata Communications,Communication Services,India,Asia,Energy,Energy consumption - Renewable,GJ,110095.61039999999,,,
Tata Communications,Communication Services,India,Asia,Energy,Energy consumption,GJ,621625,,,
Tata Communications,Communication Services,India,Asia,Emissions,Scope 1 emissions,tCO2e,5341,,,
Tata Communications,Communication Services,India,Asia,Emissions,Scope 2 emissions,tCO2e,77735,,,
Tata Communications,Communication Services,India,Asia,Water,Water recycled,kL,35841.0,,,
Tata Communications,Communication Services,India,Asia,Waste,Waste generated - Compost,Tonnes,67.532,,,
Tata Communications,Communication Services,India,Asia,Waste,Waste generated - Solid,Tonnes,149.264,,,
Tata Communications,Communication Services,India,Asia,Waste,Waste generated - Hazardous,Tonnes,218.363,,,
Tata Communications,Communication Services,India,Asia,Energy,Electricity consumption,GJ,599587,,,
Tata Communications,Communication Services,India,Asia,Energy,Fuel consumption,GJ,22038,,,
Tata Communications,Communication Services,India,Asia,Energy,Energy intensity,GJ/Cr,37.92,,,
Tata Communications,Communication Services,India,Asia,Water,Water withdrawn,kL,209563.0,,,
Tata Communications,Communication Services,India,Asia,Water,Water consumption,kL,209563.0,,,
Tata Communications,Communication Services,India,Asia,Water,Water intensity,Litres/Cr,12780,,,
Tata Communications,Communication Services,India,Asia,Emissions,NOx,mg/Nm3,38,,,
Tata Communications,Communication Services,India,Asia,Emissions,SOx,mg/Nm3,30,,,
Tata Communications,Communication Services,India,Asia,Emissions,Particulate matter (PM),mg/Nm3,65,,,
Tata Communications,Communication Services,India,Asia,Emissions,Carbon intensity,tCO2e,5.06,,,
Tata Communications,Communication Services,India,Asia,Waste,Waste generated,Tonnes,368,,,
Tata Communications,Communication Services,India,Asia,Waste,Waste recycled,Tonnes,319,,,
Tata Communications,Communication Services,India,Asia,Waste,Waste disposed,Tonnes,49,,,
Tata Elxsi,Technology,India,Asia,Energy,Energy consumption,GJ,35744.31,,,
Tata Elxsi,Technology,India,Asia,Energy,Fuel consumption,GJ,371.2068,,,
Tata Elxsi,Technology,India,Asia,Energy,Energy consumption,GJ,36115.5168,,,
Tata Elxsi,Technology,India,Asia,Energy,Energy intensity,KWh/Cr,0.00032,,,
Tata Elxsi,Technology,India,Asia,Energy,Energy intensity,KWh/FTE,845.59,,,
Tata Elxsi,Technology,India,Asia,Water,Water withdrawn,kL,47122.0,,,
Tata Elxsi,Technology,India,Asia,Water,Water consumption,kL,47122.0,,,
Tata Elxsi,Technology,India,Asia,Water,Water intensity,Litres/Cr,0.00150,,,
Tata Elxsi,Technology,India,Asia,Water,Water intensity,Litres/FTE,3970,,,
Tata Elxsi,Technology,India,Asia,Emissions,NOx,µg/m3,17.6,,,
Tata Elxsi,Technology,India,Asia,Emissions,SOx,µg/m3,7.4,,,
Tata Elxsi,Technology,India,Asia,Emissions,Particulate matter (PM),µg/m3,59.6,,,
Tata Elxsi,Technology,India,Asia,Emissions,Scope 1 emissions,tCO2e,108.4,,,
Tata Elxsi,Technology,India,Asia,Emissions,Scope 2 emissions,tCO2e,5005,,,
Tata Elxsi,Technology,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.000000163,,,
Tata Elxsi,Technology,India,Asia,Emissions,Carbon intensity,tCO2e/FTE,0.43,,,
Tata Elxsi,Technology,India,Asia,Waste,Waste generated,Tonnes,11.39,,,
Tata Elxsi,Technology,India,Asia,Waste,Waste recycled,Tonnes,2.74,,,
Tata Steel,Basic Materials,India,Asia,Emissions,Scope 1 emissions,tCO2e,46300000,,,
Tata Steel,Basic Materials,India,Asia,Emissions,Scope 2 emissions,tCO2e,1700000,,,
Tata Steel,Basic Materials,India,Asia,Emissions,Carbon intensity,tCO2e/tcs,2.43,,,
Tata Steel,Basic Materials,India,Asia,Water,Water consumption - Freshwater,kL,49800000.0,,,
Tata Steel,Basic Materials,India,Asia,Water,Specific water consumption,Litres/tcs,2620,,,
Tata Steel,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,15123000,,,
Tata Steel,Basic Materials,India,Asia,Waste,Waste consumption,Tonnes,15559000,,,
Tata Steel,Basic Materials,India,Asia,Waste,Waste to landfill,Tonnes,15000,,,
Tata Steel,Basic Materials,India,Asia,Energy,Energy consumption,GJ,444389343,,,
Tata Steel,Basic Materials,India,Asia,Energy,Energy intensity,GJ/tcs,23.43,,,
Tata Steel,Basic Materials,India,Asia,Energy,Electricity consumption,GJ,67000000,,,
Tata Steel,Basic Materials,India,Asia,Energy,Fuel consumption,GJ,762000000,,,
Tata Steel,Basic Materials,India,Asia,Energy,Energy consumption,GJ,857000000,,,
Tata Steel,Basic Materials,India,Asia,Energy,Energy intensity,GJ/Cr,0.00035,,,
Tata Steel,Basic Materials,India,Asia,Water,Water withdrawn,kL,96000000.0,,,
Tata Steel,Basic Materials,India,Asia,Water,Water consumption,kL,96000000.0,,,
Tata Steel,Basic Materials,India,Asia,Water,Water intensity,Litres/Cr,0.007,,,
Tata Steel,Basic Materials,India,Asia,Emissions,NOx,Tonnes,30000,,,
Tata Steel,Basic Materials,India,Asia,Emissions,SOx,Tonnes,51000,,,
Tata Steel,Basic Materials,India,Asia,Emissions,Particulate matter (PM),Tonnes,11000,,,
Tata Steel,Basic Materials,India,Asia,Emissions,Scope 1 emissions,tCO2e,75500000,,,
Tata Steel,Basic Materials,India,Asia,Emissions,Scope 2 emissions,tCO2e,5200000,,,
Tata Steel,Basic Materials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.000033,,,
Tata Steel,Basic Materials,India,Asia,Waste,Waste generated,Tonnes,22092230,,,
Tata Steel,Basic Materials,India,Asia,Waste,Waste recycled,Tonnes,20151036,,,
Tata Steel,Basic Materials,India,Asia,Waste,Waste disposed,Tonnes,90945,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Energy,Electricity consumption,GJ,117156,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Energy,Energy consumption,GJ,117156,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Energy,Energy intensity,GJ/Cr,307,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Water,Water withdrawn,kL,287137.0,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Water,Water consumption,kL,287137.0,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Water,Water intensity,Litres/Cr,752000,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Water,Water recycled,kL,69585.0,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Emissions,NOx,µg/m3,41,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Emissions,SOx,µg/m3,25,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Emissions,Particulate matter (PM),µg/m3,22,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Emissions,Scope 1 emissions,tCO2e,2.56,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Emissions,Scope 2 emissions,tCO2e,23106,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,61,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Waste,Waste generated,Tonnes,222.106,,,
The Phoenix Mills Limited,Real Estate,India,Asia,Waste,Waste recycled,Tonnes,122.862,,,
TVS Motors,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,337350,,,
TVS Motors,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,290370,,,
TVS Motors,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,627720,,,
TVS Motors,Consumer Cyclical,India,Asia,Energy,Energy intensity,GJ/Cr,0.000001278,,,
TVS Motors,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,529579.0,,,
TVS Motors,Consumer Cyclical,India,Asia,Water,Water consumption,kL,746550.0,,,
TVS Motors,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Cr,0.00000283,,,
TVS Motors,Consumer Cyclical,India,Asia,Emissions,NOx,Tonnes,7.67,,,
TVS Motors,Consumer Cyclical,India,Asia,Emissions,SOx,Tonnes,62.22,,,
TVS Motors,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),Tonnes,54.09,,,
TVS Motors,Consumer Cyclical,India,Asia,Emissions,Volatile organic compounds (VOCs),ppm,4,,,
TVS Motors,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,19046.01,,,
TVS Motors,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,9584.32,,,
TVS Motors,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,1.09,,,
TVS Motors,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,13309.21,,,
TVS Motors,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,10158.86,,,
TVS Motors,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,3150.35,,,
Vedanta,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Tonnes,17.69,,,
Vedanta,Industrials,India,Asia,Emissions,Total Scope 1 and 2 emissions,tCO2e,37880000,,,
Vedanta,Industrials,India,Asia,Emissions,Scope 3 emissions,tCO2e,8102077,,,
Vedanta,Industrials,India,Asia,Emissions,Scope 3 emissions intensity,tCO2e/Tonnes,3.87,,,
Vedanta,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,36100932,,,
Vedanta,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,5886335,,,
Vedanta,Industrials,India,Asia,Energy,Energy consumption - Non-renewable,GJ,317562278.40000004,,,
Vedanta,Industrials,India,Asia,Energy,Energy consumption - Renewable,GJ,4726638.0,,,
Vedanta,Industrials,India,Asia,Energy,Energy consumption,GJ,322288916.40000004,,,
Vedanta,Industrials,India,Asia,Energy,Energy savings,GJ,1429962,,,
Vedanta,Industrials,India,Asia,Emissions,NOx,Tonnes,65450,,,
Vedanta,Industrials,India,Asia,Emissions,SOx,Tonnes,270388,,,
Vedanta,Industrials,India,Asia,Emissions,Particulate matter (PM),Tonnes,9181,,,
Vedanta,Industrials,India,Asia,Water,Water consumption,kL,76730000.0,,,
Vedanta,Industrials,India,Asia,Water,Water withdrawn,kL,96190000.0,,,
Vedanta,Industrials,India,Asia,Waste,Waste recycled,Tonnes,25597693,,,
Vedanta,Industrials,India,Asia,Waste,Waste disposed,Tonnes,51962196,,,
Vedanta,Industrials,India,Asia,Waste,Waste to landfill,Tonnes,8649,,,
Vedanta,Industrials,India,Asia,Waste,Waste incinerated,Tonnes,39021,,,
Vedanta,Industrials,India,Asia,Waste,Waste coprocessed,Tonnes,51914525,,,
Vedanta,Industrials,India,Asia,Land and biodiversity,Total mining lease area,ha,2445.11,,,
Vedanta,Industrials,India,Asia,Land and biodiversity,Total mining area,ha,1093.86,,,
Vedanta,Industrials,India,Asia,Land and biodiversity,Land reclaimed,ha,1028.03,,,
Vedanta,Industrials,India,Asia,Land and biodiversity,Land rehabilitated,ha,1001.14,,,
Vedanta,Industrials,India,Asia,Land and biodiversity,Area covered by water charge,ha,28.47,,,
Visaka Industries,Industrials,India,Asia,Energy,Electricity consumption,GJ,330752.20104,,,
Visaka Industries,Industrials,India,Asia,Energy,Fuel consumption,GJ,6942.2900039999995,,,
Visaka Industries,Industrials,India,Asia,Energy,Energy consumption,GJ,337694.491044,,,
Visaka Industries,Industrials,India,Asia,Energy,Energy intensity,KWh/Cr,57232.47,,,
Visaka Industries,Industrials,India,Asia,Energy,Energy generated - Renewable,GJ,21199.3812,,,
Visaka Industries,Industrials,India,Asia,Energy,Energy intensity,KWh/Cr,3592.87,,,
Visaka Industries,Industrials,India,Asia,Water,Water withdrawn,kL,624224.0,,,
Visaka Industries,Industrials,India,Asia,Water,Water intensity,Litres/Cr,380850,,,
Visaka Industries,Industrials,India,Asia,Water,Water consumption,kL,624224.0,,,
Visaka Industries,Industrials,India,Asia,Emissions,NOx,µg/m3,17,,,
Visaka Industries,Industrials,India,Asia,Emissions,SOx,µg/m3,13,,,
Visaka Industries,Industrials,India,Asia,Emissions,Particulate matter (PM),µg/m3,25,,,
Visaka Industries,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,2006.12,,,
Visaka Industries,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,74188.77,,,
Visaka Industries,Industrials,India,Asia,Emissions,Total Scope 1 and 2 emissions,tCO2e,76194.89,,,
Visaka Industries,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,46.48,,,
Visaka Industries,Industrials,India,Asia,Waste,Waste generated,Tonnes,685.72,,,
Visaka Industries,Industrials,India,Asia,Waste,Waste recycled - Non-hazardous,Tonnes,685.72,,,
Visaka Industries,Industrials,India,Asia,Waste,Waste recycled - Hazardous,Tonnes,11.32,,,
Visaka Industries,Industrials,India,Asia,Waste,Waste recycled,Tonnes,697.04,,,
Vodafone Idea Limited,Communication Services,India,Asia,Energy,Electricity consumption,GJ,1940300,,,
Vodafone Idea Limited,Communication Services,India,Asia,Energy,Fuel consumption,GJ,127043,,,
Vodafone Idea Limited,Communication Services,India,Asia,Energy,Energy consumption,GJ,2067343,,,
Vodafone Idea Limited,Communication Services,India,Asia,Energy,Energy intensity,GJ/Cr,0.49,,,
Vodafone Idea Limited,Communication Services,India,Asia,Emissions,Scope 1 emissions,tCO2e,9915.63,,,
Vodafone Idea Limited,Communication Services,India,Asia,Emissions,Scope 2 emissions,tCO2e,436567.4,,,
Vodafone Idea Limited,Communication Services,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.10,,,
Vodafone Idea Limited,Communication Services,India,Asia,Waste,Waste generated,Tonnes,3175.14,,,
VTM Limited,Industrials,India,Asia,Energy,Solar plant capacity,KW,800,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Energy,Electricity consumption,GJ,56624.84,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Energy,Fuel consumption,GJ,5157.8,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Energy,Energy consumption,GJ,170943.45,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Energy,Energy intensity,GJ/Cr,22.2,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Water,Water withdrawn,kL,168333.15,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Water,Water consumption,kL,168333.15,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Water,Water intensity,Litres/Cr,21900,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Emissions,NOx,µg/m3,143.9,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Emissions,SOx,µg/m3,28.5,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Emissions,Particulate matter (PM),µg/m3,44.9,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Emissions,Scope 1 emissions,tCO2e,7071.09,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Emissions,Scope 2 emissions,tCO2e,12347.01,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,2.52,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Waste,Waste generated,Tonnes,32.1,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Waste,Waste recycled,Tonnes,15.6,,,
Zee Entertainment Enterprises,Communication Services,India,Asia,Waste,Waste disposed,Tonnes,16.9,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Specific energy consumption,GJ/FTE,2.40,,,
Zensar Technologies Limited,Technology,India,Asia,Water,Specific water consumption,Litres/FTE,1970,,,
Zensar Technologies Limited,Technology,India,Asia,Waste,Waste generated,Tonnes,55.51,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Solar plant capacity,kWp,350,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Energy generated,GJ,1510.8876,,,
Zensar Technologies Limited,Technology,India,Asia,Emissions,Carbon footprint reduction,tCO2e,339.95,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Energy consumption - Non-renewable,GJ,20799.40,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Energy consumption - Renewable,GJ,4531.06,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Energy consumption,GJ,25330.46,,,
Zensar Technologies Limited,Technology,India,Asia,Emissions,Scope 1 emissions,tCO2e,49.18,,,
Zensar Technologies Limited,Technology,India,Asia,Emissions,Scope 2 emissions,tCO2e,4007.92,,,
Zensar Technologies Limited,Technology,India,Asia,Emissions,Total Scope 1 and 2 emissions,tCO2e,4057.10,,,
Zensar Technologies Limited,Technology,India,Asia,Emissions,Carbon intensity,tCO2e/FTE,0.38,,,
Zensar Technologies Limited,Technology,India,Asia,Emissions,Scope 3 emissions,tCO2e,1633.61,,,
Zensar Technologies Limited,Technology,India,Asia,Water,Water withdrawn - Municipal,kL,22856.0,,,
Zensar Technologies Limited,Technology,India,Asia,Water,Water withdrawn,kL,22989.420000000002,,,
Zensar Technologies Limited,Technology,India,Asia,Water,Water recycled,kL,1904.66,,,
Zensar Technologies Limited,Technology,India,Asia,Waste,Waste generated - Hazardous,Tonnes,5.0,,,
Zensar Technologies Limited,Technology,India,Asia,Waste,Waste generated - Non-hazardous,Tonnes,25.72,,,
Zensar Technologies Limited,Technology,India,Asia,Waste,Waste diverted from disposal - Hazardous,Tonnes,5.00,,,
Zensar Technologies Limited,Technology,India,Asia,Waste,Waste diverted from disposal - Non-hazardous,Tonnes,0.91,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Electricity consumption,GJ,17084.07,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Fuel consumption,GJ,662.26,,,
Zensar Technologies Limited,Technology,India,Asia,Energy,Energy intensity,J/Cr,0.000001203,,,
Zensar Technologies Limited,Technology,India,Asia,Water,Water intensity,Litres/Cr,1.14,,,
Zensar Technologies Limited,Technology,India,Asia,Waste,Waste recycled,Tonnes,24.81,,,
Zydus Lifesciences,Healthcare,India,Asia,Energy,Electricity consumption,GJ,886994.40,,,
Zydus Lifesciences,Healthcare,India,Asia,Energy,Fuel consumption,GJ,1081836.36,,,
Zydus Lifesciences,Healthcare,India,Asia,Energy,Energy consumption,GJ,1968830.76,,,
Zydus Lifesciences,Healthcare,India,Asia,Energy,Energy intensity,GJ/Cr,0.00002255,,,
Zydus Lifesciences,Healthcare,India,Asia,Water,Water withdrawn,kL,1532369.99,,,
Zydus Lifesciences,Healthcare,India,Asia,Water,Water consumption,kL,1532369.99,,,
Zydus Lifesciences,Healthcare,India,Asia,Water,Water intensity,Litres/Cr,0.0176,,,
Zydus Lifesciences,Healthcare,India,Asia,Emissions,NOx,Tonnes,16.11,,,
Zydus Lifesciences,Healthcare,India,Asia,Emissions,SOx,Tonnes,22.85,,,
Zydus Lifesciences,Healthcare,India,Asia,Emissions,Particulate matter (PM),Tonnes,23.85,,,
Zydus Lifesciences,Healthcare,India,Asia,Emissions,Scope 1 emissions,tCO2e,44792.27,,,
Zydus Lifesciences,Healthcare,India,Asia,Emissions,Scope 2 emissions,tCO2e,175980.98,,,
Zydus Lifesciences,Healthcare,India,Asia,Emissions,Total Scope 1 and 2 emissions,tCO2e,220773.25,,,
Zydus Lifesciences,Healthcare,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.00000253,,,
Zydus Lifesciences,Healthcare,India,Asia,Waste,Waste generated,Tonnes,20878,,,
Zydus Lifesciences,Healthcare,India,Asia,Waste,E-waste recycled,Tonnes,41.42,,,
Zydus Lifesciences,Healthcare,India,Asia,Waste,Waste recycled - Battery,Tonnes,83.08,,,
Zydus Lifesciences,Healthcare,India,Asia,Waste,Waste recycled - Non-hazardous,Tonnes,6650.25,,,
Zydus Lifesciences,Healthcare,India,Asia,Waste,Waste recycled - Bio-medical,Tonnes,9863.29,,,
Zydus Lifesciences,Healthcare,India,Asia,Waste,Waste recycled,Tonnes,16638.04,,,
Zydus Lifesciences,Healthcare,India,Asia,Waste,Waste disposed,Tonnes,3981.42,,,
AstraZeneca,Healthcare,United Kingdom,Europe,Emissions,Scope 1 emissions,tCO2e,180898,237703,239468,224771
AstraZeneca,Healthcare,United Kingdom,Europe,Emissions,Scope 2 emissions - Market-based,tCO2e,19940,18491,21135,23235
AstraZeneca,Healthcare,United Kingdom,Europe,Emissions,Scope 2 emissions - Location-based,tCO2e,183332,180403,189395,212003
AstraZeneca,Healthcare,United Kingdom,Europe,Emissions,Carbon intensity,tCO2e/$,4.38,5.78,6.39,9.3
AstraZeneca,Healthcare,United Kingdom,Europe,Emissions,Scope 3 emissions,tCO2e,6736878,6167415,5925850,7803145
AstraZeneca,Healthcare,United Kingdom,Europe,Emissions,Carbon intensity - Scope 3 emissions,tCO2e/$,147.06,139.06,145.41,293
AstraZeneca,Healthcare,United Kingdom,Europe,Energy,Energy consumption,GJ,5440802.4,5647734.0,6003954.0,5743188.0
Aston Martin Lagonda,Consumer Cyclical,United Kingdom,Europe,Emissions,Scope 1 emissions,tCO2e,,9272.50,8705.35,9200.67
Aston Martin Lagonda,Consumer Cyclical,United Kingdom,Europe,Emissions,Scope 2 emissions - Location-based,tCO2e,,5923.26,7366.72,7545.86
